wallet,value_eth_sum,value_eth_mean,value_eth_max,gas_spent_sum,gas_price_mean,successful_sum,successful_count,active_days,risk_score
0xa7e94d933eb0c439dda357f61244a485246e97b8,0.00040089751311966757,0.007015706479594182,0.00088,0.01587704198753409,0.0,0.010309278350515462,0.010309278350515462,0.7103424178895876,77
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,0.011225684761616886,0.00785797933313182,0.016,0.48727591800837605,0.11622161435467863,0.9999999999999999,0.9999999999999999,0.2718378756114605,392
0xa98dc64bb42575efec7d1e4560c029231ce5da51,7.033271257453092e-05,0.0004475718072924695,4e-05,0.003931281805161516,0.3794576049967246,0.08247422680412371,0.08247422680412371,0.27882599580712786,91
0xb271ff7090b39028eb6e711c3f89a3453d5861ee,2.3202392485902383e-05,0.00020302093425164582,3.7199999999999996e-05,0.0015922294589534119,0.17665601178951315,0.05154639175257732,0.05154639175257732,0.0010482180293501049,33
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,1.9971280548962705e-05,0.0002795979276854779,3.7199999999999996e-05,0.0007915659281496253,0.1638694244997559,0.020618556701030924,0.020618556701030924,0.18518518518518517,41
0xb57297c5d02def954794e593db93d0a302e43e5c,5.6418521137048046e-05,0.00035902695269030574,3.7199999999999996e-05,0.0013467014633131813,0.35351286732652426,0.08247422680412371,0.08247422680412371,0.09678546470999301,70
0xbd4a00764217c13a246f86db58d74541a0c3972a,0.45556535581798624,0.3188957490725904,1.0,1.0,0.003493805573960231,0.9999999999999999,0.9999999999999999,0.06009783368273934,629
0xc179d55f7e00e789915760f7d260a1bf6285278b,0.00015236461500341516,0.0008887935875199217,0.0001705786,0.013591594873604307,0.4140306599889686,0.09278350515463918,0.09278350515463918,0.3658280922431865,107
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,0.01946638425010416,0.014343651552708328,0.00961347296,0.028795783771028892,0.8515168371570367,0.9381443298969072,0.9484536082474226,0.5300489168413696,430
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,0.043703619137976754,0.03059253339658373,0.012045432069017876,0.025299115870062193,0.919120652775177,0.8865979381443299,0.9999999999999999,0.0957372466806429,394
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,2.147780463937079e-05,0.000300689264951191,3.7199999999999996e-05,0.0008460353283839573,0.28458933032639794,0.020618556701030924,0.020618556701030924,0.004542278127183787,35
0xcf0033bf27804640e5339e06443e208db5870dd2,2.6492173241123686e-05,0.00037089042537573157,3.7199999999999996e-05,0.00041018774993469345,0.18784665484630317,0.020618556701030924,0.020618556701030924,0.0,25
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,1.942512454592884e-05,0.00022662645303583645,3.7199999999999996e-05,0.00038867294771948054,0.4307443335983346,0.030927835051546393,0.030927835051546393,0.0,52
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,3.0086224639686562e-05,0.00042120714495561185,3.7199999999999996e-05,0.00032609526814614666,0.13676874297159028,0.020618556701030924,0.020618556701030924,0.0020964360587002098,20
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,2.2165250392360002e-05,0.0002585945879108667,3.7199999999999996e-05,0.0011650503790698067,0.1718848073854554,0.030927835051546393,0.030927835051546393,0.0,27
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,5.1935001797310195e-05,0.0004544312657264642,3.2e-05,0.0005145553999050006,0.3431276709056375,0.05154639175257732,0.05154639175257732,0.010482180293501047,51
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,0.00435350555037782,0.0030474538852644745,0.0010256226781839627,0.06190499633692612,0.2972171145227519,0.8969072164948454,0.9999999999999999,0.9343116701607267,410
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,1.694703123642231e-05,0.0002965730466373904,3.7199999999999996e-05,0.00027263903034300196,0.2919456600257452,0.010309278350515462,0.010309278350515462,0.0,32
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,0.0001576751614944158,0.0009197717753840921,0.00010325912,0.001972353103687374,0.5185923274136526,0.09278350515463918,0.09278350515463918,0.051362683438155136,85
0xebb8629e8a3ec86cf90cb7600264415640834483,8.811622966581057e-05,0.0007710170095758425,8.492096e-05,0.0010579680497618186,0.8880782352060774,0.05154639175257732,0.05154639175257732,0.16771488469601675,121
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,7.070981135346268e-06,9.899373589484775e-05,9.900000000000002e-06,0.0003192504619566253,0.2469188979674792,0.020618556701030924,0.020618556701030924,0.2774283717679944,59
0xf10fd8921019615a856c1e95c7cd3632de34edc4,0.005605535488178137,0.005162993212795652,0.004,0.17448024834327605,0.44882596476690795,0.7216494845360825,0.7525773195876289,0.6345213137665967,347
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,0.19977663930548487,0.13984364751383938,0.21,0.5155738963383991,0.022859477339046676,0.9999999999999999,0.9999999999999999,0.07686932215234102,436
0xf54f36bca969800fd7d63a68029561309938c09b,1.457809138616973e-05,0.0002551165992579703,3.2e-05,0.00026343713155621844,0.2877816998185675,0.010309278350515462,0.010309278350515462,0.0,32
0xf60304b534f74977e159b2e159e135475c245526,0.0,0.0,0.0,0.0260539725394183,0.14773430551934433,0.15463917525773196,0.15463917525773196,0.015373864430468204,65
0xf67e8e5805835465f7eba988259db882ab726800,1.457809138616973e-05,0.0002551165992579703,3.2e-05,0.00027252281465236583,0.27806579266848624,0.010309278350515462,0.010309278350515462,0.002445842068483578,31
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,1.694703123642231e-05,0.0002965730466373904,3.7199999999999996e-05,0.00026351758857281267,0.16876183723007213,0.010309278350515462,0.010309278350515462,0.0,20
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,0.0003653669596643471,0.0019673605520387923,0.0004,0.02035150997095016,0.5740806561146433,0.08247422680412371,0.10309278350515463,0.5587002096436058,142
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,1.694703123642231e-05,0.0002965730466373904,3.7199999999999996e-05,0.00034764582903540147,0.32317536157957777,0.010309278350515462,0.010309278350515462,0.0,35
